batch_id,variety_id,method,sow_date,ready_from,seeds_sown,seedlings_ready,seedlings_sold,seedlings_unsold,germination_rate,seed_cost_inr,raising_cost_inr
B00261,V05,Pro-tray,2024-08-30,2024-10-01,27277,24701,21900,2801,0.906,16911.74,6916.28
B00262,V05,Pro-tray,2024-09-30,2024-11-01,1297,1157,1000,157,0.892,804.14,323.96
B00263,V05,Pro-tray,2024-10-30,2024-12-01,14706,13330,11400,1930,0.906,9117.72,3732.4
B00264,V05,Pro-tray,2024-11-30,2025-01-01,7290,6837,6300,537,0.938,4519.8,2029.22
B00265,V05,Pro-tray,2025-01-28,2025-03-01,1924,1694,1600,94,0.881,1192.88,502.78
B00266,V05,Pro-tray,2025-02-28,2025-04-01,2458,2176,2000,176,0.886,1523.96,645.84
B00267,V05,Pro-tray,2025-03-30,2025-05-01,9199,8108,7300,808,0.881,5703.38,2406.45
B00268,V05,Pro-tray,2025-04-30,2025-06-01,53413,49183,42700,6483,0.921,33116.06,14597.51
B00269,V05,Pro-tray,2025-05-30,2025-07-01,84461,79591,75550,4041,0.942,52365.82,23622.61
B00270,V05,Pro-tray,2025-06-30,2025-08-01,74167,70375,62590,7785,0.949,45983.54,20887.3
B00271,V05,Pro-tray,2025-07-31,2025-09-01,65294,60438,56000,4438,0.926,40482.28,17938.0
B00272,V05,Pro-tray,2025-08-30,2025-10-01,14242,13006,11880,1126,0.913,8830.04,3860.18
B00273,V05,Pro-tray,2025-09-30,2025-11-01,24776,22503,20500,2003,0.908,15361.12,6678.89
B00274,V05,Pro-tray,2025-10-30,2025-12-01,2085,1858,1700,158,0.892,1292.7,551.45
B00275,V05,Pro-tray,2025-11-30,2026-01-01,2215,2063,1900,163,0.932,1373.3,646.96
B00276,V05,Pro-tray,2025-12-31,2026-02-01,1193,1111,1000,111,0.932,739.66,348.41
B00277,V05,Pro-tray,2026-01-28,2026-03-01,1505,1426,1300,126,0.948,933.1,447.19
B00278,V05,Pro-tray,2026-02-28,2026-04-01,5799,5494,5200,294,0.947,3595.38,1722.92
B00279,V05,Pro-tray,2026-03-30,2026-05-01,5744,5094,4700,394,0.887,3561.28,1597.48
B00280,V05,Pro-tray,2026-04-30,2026-06-01,51579,48573,42410,6163,0.942,31978.98,15232.49
B00281,V05,Pro-tray,2026-05-30,2026-07-01,48589,43689,41570,2119,0.899,30125.18,13700.87
B00282,V05,Pro-tray,2026-06-30,2026-08-01,40399,37870,32620,5250,0.937,25047.38,11876.03
B00283,V06,Nursery bed,2023-12-01,2024-01-01,4317,3265,3100,165,0.756,1813.14,261.2
B00284,V06,Nursery bed,2024-01-01,2024-02-01,2439,2087,1900,187,0.856,1024.38,166.96
B00285,V06,Nursery bed,2024-03-01,2024-04-01,12511,9406,8000,1406,0.752,5254.62,752.48
B00286,V06,Nursery bed,2024-03-31,2024-05-01,11969,9861,9200,661,0.824,5026.98,788.88
B00287,V06,Nursery bed,2024-05-01,2024-06-01,45231,35465,32100,3365,0.784,18997.02,2837.2
B00288,V06,Nursery bed,2024-05-31,2024-07-01,74884,58021,51000,7021,0.775,31451.28,4641.68
B00289,V06,Nursery bed,2024-07-01,2024-08-01,97512,71976,65000,6976,0.738,40955.04,5758.08
B00290,V06,Nursery bed,2024-08-01,2024-09-01,31279,24882,22000,2882,0.795,13137.18,1990.56
B00291,V06,Nursery bed,2024-08-31,2024-10-01,18286,13550,11700,1850,0.741,7680.12,1084.0
B00292,V06,Nursery bed,2024-10-01,2024-11-01,4712,3759,3200,559,0.798,1979.04,300.72
B00293,V06,Nursery bed,2024-10-31,2024-12-01,19245,14846,12700,2146,0.771,8082.9,1187.68
B00294,V06,Nursery bed,2024-12-01,2025-01-01,1444,1059,900,159,0.734,606.48,89.8
B00295,V06,Nursery bed,2025-01-29,2025-03-01,5208,4316,3900,416,0.829,2187.36,366.0
B00296,V06,Nursery bed,2025-03-31,2025-05-01,13593,9931,8600,1331,0.731,5709.06,842.15
B00297,V06,Nursery bed,2025-05-01,2025-06-01,27616,21514,19000,2514,0.779,11598.72,1824.39
B00298,V06,Nursery bed,2025-05-31,2025-07-01,31774,24828,23000,1828,0.781,13345.08,2105.41
B00299,V06,Nursery bed,2025-07-01,2025-08-01,61258,44781,38000,6781,0.731,25728.36,3797.43
B00300,V06,Nursery bed,2025-08-01,2025-09-01,51644,39025,35200,3825,0.756,21690.48,3309.32
B00301,V06,Nursery bed,2025-08-31,2025-10-01,7919,6334,5500,834,0.8,3325.98,537.12
B00302,V06,Nursery bed,2025-10-01,2025-11-01,18042,13682,11900,1782,0.758,7577.64,1160.23
B00303,V06,Nursery bed,2025-12-01,2026-01-01,8624,6360,5500,860,0.738,3622.08,569.86
B00304,V06,Nursery bed,2026-01-01,2026-02-01,3173,2686,2300,386,0.847,1332.66,240.67
B00305,V06,Nursery bed,2026-01-29,2026-03-01,4301,3122,2800,322,0.726,1806.42,279.73
B00306,V06,Nursery bed,2026-03-01,2026-04-01,10104,8533,7400,1133,0.845,4243.68,764.56
B00307,V06,Nursery bed,2026-03-31,2026-05-01,950,801,700,101,0.843,399.0,71.77
B00308,V06,Nursery bed,2026-05-01,2026-06-01,12353,10367,9800,567,0.839,5188.26,928.88
B00309,V06,Nursery bed,2026-05-31,2026-07-01,47131,35239,30800,4439,0.748,19795.02,3157.41
B00310,V06,Nursery bed,2026-07-01,2026-08-01,26655,22228,20700,1528,0.834,11195.1,1991.63
B00311,V06,Pro-tray,2023-12-01,2024-01-01,6459,6047,5600,447,0.936,2712.78,1693.16
B00312,V06,Pro-tray,2024-01-01,2024-02-01,2774,2570,2300,270,0.927,1165.08,719.6
B00313,V06,Pro-tray,2024-01-30,2024-03-01,3910,3651,3300,351,0.934,1642.2,1022.28
B00314,V06,Pro-tray,2024-03-01,2024-04-01,14362,12842,11100,1742,0.894,6032.04,3595.76
B00315,V06,Pro-tray,2024-03-31,2024-05-01,8501,8032,7100,932,0.945,3570.42,2248.96
B00316,V06,Pro-tray,2024-05-01,2024-06-01,50845,47821,45420,2401,0.941,21354.9,13389.88
B00317,V06,Pro-tray,2024-05-31,2024-07-01,39540,36304,33000,3304,0.918,16606.8,10165.12
B00318,V06,Pro-tray,2024-07-01,2024-08-01,66120,61478,56260,5218,0.93,27770.4,17213.84
B00319,V06,Pro-tray,2024-08-01,2024-09-01,35705,31454,28300,3154,0.881,14996.1,8807.12
B00320,V06,Pro-tray,2024-08-31,2024-10-01,17043,15707,13800,1907,0.922,7158.06,4397.96
B00321,V06,Pro-tray,2024-10-01,2024-11-01,6037,5664,4800,864,0.938,2535.54,1585.92
B00322,V06,Pro-tray,2024-10-31,2024-12-01,2453,2289,2100,189,0.933,1030.26,640.92
B00323,V06,Pro-tray,2024-12-01,2025-01-01,8184,7740,6800,940,0.946,3437.28,2297.23
B00324,V06,Pro-tray,2025-01-01,2025-02-01,1524,1436,1300,136,0.943,640.08,426.2
B00325,V06,Pro-tray,2025-01-29,2025-03-01,2943,2619,2300,319,0.89,1236.06,777.32
B00326,V06,Pro-tray,2025-03-01,2025-04-01,15693,13958,12000,1958,0.889,6591.06,4142.73
B00327,V06,Pro-tray,2025-03-31,2025-05-01,10299,9525,8600,925,0.925,4325.58,2827.02
B00328,V06,Pro-tray,2025-05-01,2025-06-01,48792,43376,39920,3456,0.889,20492.64,12874.0
B00329,V06,Pro-tray,2025-05-31,2025-07-01,64103,57679,54620,3059,0.9,26923.26,17119.13
B00330,V06,Pro-tray,2025-07-01,2025-08-01,75518,67228,59540,7688,0.89,31717.56,19953.27
B00331,V06,Pro-tray,2025-08-01,2025-09-01,20151,17786,16000,1786,0.883,8463.42,5278.88
B00332,V06,Pro-tray,2025-08-31,2025-10-01,11694,10778,9960,818,0.922,4911.48,3198.91
B00333,V06,Pro-tray,2025-10-01,2025-11-01,13671,12982,11700,1282,0.95,5741.82,3853.06
B00334,V06,Pro-tray,2025-10-31,2025-12-01,4512,4208,3900,308,0.933,1895.04,1248.93
B00335,V06,Pro-tray,2026-01-01,2026-02-01,4444,3921,3700,221,0.882,1866.48,1229.63
B00336,V06,Pro-tray,2026-01-29,2026-03-01,9318,8390,7700,690,0.9,3913.56,2631.1
B00337,V06,Pro-tray,2026-03-01,2026-04-01,25337,22636,20700,1936,0.893,10641.54,7098.65
B00338,V06,Pro-tray,2026-03-31,2026-05-01,21823,19390,16640,2750,0.889,9165.66,6080.7
B00339,V06,Pro-tray,2026-05-01,2026-06-01,57464,51792,45230,6562,0.901,24134.88,16241.97
B00340,V06,Pro-tray,2026-05-31,2026-07-01,109783,103635,88450,15185,0.944,46108.86,32499.94
B00341,V06,Pro-tray,2026-07-01,2026-08-01,55785,51301,46960,4341,0.92,23429.7,16087.99
B00342,V07,Nursery bed,2024-01-01,2024-02-01,1113,942,800,142,0.847,445.2,75.36
B00343,V07,Nursery bed,2024-01-30,2024-03-01,4500,3714,3300,414,0.825,1800.0,297.12
B00344,V07,Nursery bed,2024-03-01,2024-04-01,20095,14936,13200,1736,0.743,8038.0,1194.88
B00345,V07,Nursery bed,2024-03-31,2024-05-01,2139,1610,1500,110,0.753,855.6,128.8
B00346,V07,Nursery bed,2024-05-01,2024-06-01,36919,28652,26000,2652,0.776,14767.6,2292.16
B00347,V07,Nursery bed,2024-05-31,2024-07-01,86907,68753,62500,6253,0.791,34762.8,5500.24
B00348,V07,Nursery bed,2024-07-01,2024-08-01,33135,24033,21600,2433,0.725,13254.0,1922.64
B00349,V07,Nursery bed,2024-08-01,2024-09-01,19075,14537,12900,1637,0.762,7630.0,1162.96
B00350,V07,Nursery bed,2024-08-31,2024-10-01,9488,7388,6700,688,0.779,3795.2,591.04
B00351,V07,Nursery bed,2024-10-01,2024-11-01,6963,5847,5100,747,0.84,2785.2,467.76
B00352,V07,Nursery bed,2024-10-31,2024-12-01,1091,906,800,106,0.831,436.4,72.48
B00353,V07,Nursery bed,2024-12-01,2025-01-01,15038,12680,11200,1480,0.843,6015.2,1075.26
B00354,V07,Nursery bed,2025-01-29,2025-03-01,14327,10373,9300,1073,0.724,5730.8,879.63
B00355,V07,Nursery bed,2025-03-01,2025-04-01,4371,3498,3000,498,0.8,1748.4,296.63
B00356,V07,Nursery bed,2025-03-31,2025-05-01,10096,7998,7400,598,0.792,4038.4,678.23
B00357,V07,Nursery bed,2025-05-01,2025-06-01,25965,20332,18400,1932,0.783,10386.0,1724.15
B00358,V07,Nursery bed,2025-05-31,2025-07-01,46751,37305,34400,2905,0.798,18700.4,3163.46
B00359,V07,Nursery bed,2025-07-01,2025-08-01,20089,15392,13100,2292,0.766,8035.6,1305.24
B00360,V07,Nursery bed,2025-08-01,2025-09-01,25315,19957,17200,2757,0.788,10126.0,1692.35
B00361,V07,Nursery bed,2025-08-31,2025-10-01,9194,7857,6800,1057,0.855,3677.6,666.27
B00362,V07,Nursery bed,2025-10-01,2025-11-01,4580,3551,3300,251,0.775,1832.0,301.12
B00363,V07,Nursery bed,2025-10-31,2025-12-01,3938,3278,2900,378,0.833,1575.2,277.97
B00364,V07,Nursery bed,2025-12-01,2026-01-01,1210,925,800,125,0.765,484.0,82.88
B00365,V07,Nursery bed,2026-01-01,2026-02-01,3740,2994,2600,394,0.801,1496.0,268.26
B00366,V07,Nursery bed,2026-01-29,2026-03-01,9712,7682,6800,882,0.791,3884.8,688.31
B00367,V07,Nursery bed,2026-03-31,2026-05-01,14911,11498,10500,998,0.771,5964.4,1030.22
B00368,V07,Nursery bed,2026-05-01,2026-06-01,33761,27714,25200,2514,0.821,13504.4,2483.17
B00369,V07,Nursery bed,2026-05-31,2026-07-01,59290,46055,42300,3755,0.777,23716.0,4126.53
B00370,V07,Nursery bed,2026-07-01,2026-08-01,18796,15629,13500,2129,0.832,7518.4,1400.36
B00371,V07,Pro-tray,2023-12-01,2024-01-01,896,798,700,98,0.891,358.4,223.44
B00372,V07,Pro-tray,2024-01-30,2024-03-01,4823,4327,4000,327,0.897,1929.2,1211.56
B00373,V07,Pro-tray,2024-03-01,2024-04-01,5846,5222,4840,382,0.893,2338.4,1462.16
B00374,V07,Pro-tray,2024-03-31,2024-05-01,5635,5114,4700,414,0.908,2254.0,1431.92
B00375,V07,Pro-tray,2024-05-01,2024-06-01,48887,43727,38640,5087,0.894,19554.8,12243.56
B00376,V07,Pro-tray,2024-05-31,2024-07-01,68969,64530,58330,6200,0.936,27587.6,18068.4
B00377,V07,Pro-tray,2024-07-01,2024-08-01,75724,66678,59120,7558,0.881,30289.6,18669.84
B00378,V07,Pro-tray,2024-08-01,2024-09-01,55161,51743,45800,5943,0.938,22064.4,14488.04
B00379,V07,Pro-tray,2024-08-31,2024-10-01,12731,11956,11370,586,0.939,5092.4,3347.68
B00380,V07,Pro-tray,2024-10-31,2024-12-01,16217,14524,12800,1724,0.896,6486.8,4066.72
B00381,V07,Pro-tray,2024-12-01,2025-01-01,31702,28732,26710,2022,0.906,12680.8,8527.66
B00382,V07,Pro-tray,2025-01-01,2025-02-01,5022,4741,4300,441,0.944,2008.8,1407.13
B00383,V07,Pro-tray,2025-01-29,2025-03-01,19028,17869,15200,2669,0.939,7611.2,5303.52
B00384,V07,Pro-tray,2025-03-01,2025-04-01,15700,13845,11800,2045,0.882,6280.0,4109.2
B00385,V07,Pro-tray,2025-03-31,2025-05-01,9526,8863,7700,1163,0.93,3810.4,2630.54
B00386,V07,Pro-tray,2025-05-01,2025-06-01,73500,65633,61170,4463,0.893,29400.0,19479.87
B00387,V07,Pro-tray,2025-05-31,2025-07-01,62801,57345,53600,3745,0.913,25120.4,17020.0
B00388,V07,Pro-tray,2025-07-01,2025-08-01,50638,47103,40350,6753,0.93,20255.2,13980.17
B00389,V07,Pro-tray,2025-08-01,2025-09-01,25700,24327,22330,1997,0.947,10280.0,7220.25
B00390,V07,Pro-tray,2025-08-31,2025-10-01,32022,29338,27300,2038,0.916,12808.8,8707.52
B00391,V07,Pro-tray,2025-10-01,2025-11-01,21178,19135,17620,1515,0.904,8471.2,5679.27
B00392,V07,Pro-tray,2025-10-31,2025-12-01,16040,14694,13550,1144,0.916,6416.0,4361.18
B00393,V07,Pro-tray,2025-12-01,2026-01-01,20109,17721,16340,1381,0.881,8043.6,5557.31
B00394,V07,Pro-tray,2026-01-01,2026-02-01,1069,950,900,50,0.889,427.6,297.92
B00395,V07,Pro-tray,2026-01-29,2026-03-01,16386,14961,13200,1761,0.913,6554.4,4691.77
B00396,V07,Pro-tray,2026-03-01,2026-04-01,8561,8076,7500,576,0.943,3424.4,2532.63
B00397,V07,Pro-tray,2026-03-31,2026-05-01,43056,38118,33300,4818,0.885,17222.4,11953.8
B00398,V07,Pro-tray,2026-05-01,2026-06-01,56125,51422,43990,7432,0.916,22450.0,16125.94
B00399,V07,Pro-tray,2026-05-31,2026-07-01,101610,92736,79750,12986,0.913,40644.0,29082.01
B00400,V07,Pro-tray,2026-07-01,2026-08-01,85135,75306,63860,11446,0.885,34054.0,23615.96
B00401,V08,Nursery bed,2024-01-29,2024-03-01,1796,1396,1200,196,0.778,1077.6,111.68
B00402,V08,Nursery bed,2024-02-29,2024-04-01,2224,1612,1500,112,0.725,1334.4,128.96
B00403,V08,Nursery bed,2024-03-30,2024-05-01,7344,5892,5600,292,0.802,4406.4,471.36
B00404,V08,Nursery bed,2024-04-30,2024-06-01,7749,6186,5700,486,0.798,4649.4,494.88
B00405,V08,Nursery bed,2024-05-30,2024-07-01,33227,26389,23000,3389,0.794,19936.2,2111.12
B00406,V08,Nursery bed,2024-06-30,2024-08-01,18174,14680,12800,1880,0.808,10904.4,1174.4
B00407,V08,Nursery bed,2024-07-31,2024-09-01,21865,16805,14700,2105,0.769,13119.0,1344.4
B00408,V08,Nursery bed,2024-08-30,2024-10-01,20071,15960,14300,1660,0.795,12042.6,1276.8
B00409,V08,Nursery bed,2024-09-30,2024-11-01,8978,7251,6500,751,0.808,5386.8,580.08
B00410,V08,Nursery bed,2024-10-30,2024-12-01,7949,6220,5700,520,0.782,4769.4,497.6
B00411,V08,Nursery bed,2024-11-30,2025-01-01,5416,4355,4000,355,0.804,3249.6,369.3
B00412,V08,Nursery bed,2025-01-28,2025-03-01,30420,21904,20700,1204,0.72,18252.0,1857.46
B00413,V08,Nursery bed,2025-02-28,2025-04-01,7569,6381,5500,881,0.843,4541.4,541.11
B00414,V08,Nursery bed,2025-03-30,2025-05-01,9732,8311,7500,811,0.854,5839.2,704.77
B00415,V08,Nursery bed,2025-04-30,2025-06-01,15256,11563,9800,1763,0.758,9153.6,980.54
B00416,V08,Nursery bed,2025-05-30,2025-07-01,20601,16587,14200,2387,0.805,12360.6,1406.58
B00417,V08,Nursery bed,2025-06-30,2025-08-01,57521,44292,38500,5792,0.77,34512.6,3755.96
B00418,V08,Nursery bed,2025-07-31,2025-09-01,13285,11015,9700,1315,0.829,7971.0,934.07
B00419,V08,Nursery bed,2025-08-30,2025-10-01,30108,22700,19600,3100,0.754,18064.8,1924.96
B00420,V08,Nursery bed,2025-10-30,2025-12-01,2047,1608,1400,208,0.786,1228.2,136.36
B00421,V08,Nursery bed,2025-12-31,2026-02-01,8422,6703,6300,403,0.796,5053.2,600.59
B00422,V08,Nursery bed,2026-02-28,2026-04-01,6755,5277,4800,477,0.781,4053.0,472.82
B00423,V08,Nursery bed,2026-03-30,2026-05-01,6138,5215,4500,715,0.85,3682.8,467.26
B00424,V08,Nursery bed,2026-04-30,2026-06-01,13445,10277,9100,1177,0.764,8067.0,920.82
B00425,V08,Nursery bed,2026-05-30,2026-07-01,40081,31335,27600,3735,0.782,24048.6,2807.62
B00426,V08,Nursery bed,2026-06-30,2026-08-01,16389,12795,11600,1195,0.781,9833.4,1146.43
B00427,V08,Pro-tray,2023-11-30,2024-01-01,2638,2465,2100,365,0.934,1582.8,690.2
B00428,V08,Pro-tray,2023-12-31,2024-02-01,2743,2422,2300,122,0.883,1645.8,678.16
B00429,V08,Pro-tray,2024-02-29,2024-04-01,8113,7436,6500,936,0.917,4867.8,2082.08
B00430,V08,Pro-tray,2024-03-30,2024-05-01,25465,24042,22100,1942,0.944,15279.0,6731.76
B00431,V08,Pro-tray,2024-04-30,2024-06-01,26563,24262,20960,3302,0.913,15937.8,6793.36
B00432,V08,Pro-tray,2024-05-30,2024-07-01,33119,29936,28280,1656,0.904,19871.4,8382.08
B00433,V08,Pro-tray,2024-06-30,2024-08-01,76213,71589,66000,5589,0.939,45727.8,20044.92
B00434,V08,Pro-tray,2024-07-31,2024-09-01,25215,23933,22100,1833,0.949,15129.0,6701.24
B00435,V08,Pro-tray,2024-08-30,2024-10-01,13560,12528,10700,1828,0.924,8136.0,3507.84
B00436,V08,Pro-tray,2024-09-30,2024-11-01,28919,25978,23500,2478,0.898,17351.4,7273.84
B00437,V08,Pro-tray,2024-11-30,2025-01-01,3321,3022,2700,322,0.91,1992.6,896.93
B00438,V08,Pro-tray,2024-12-31,2025-02-01,3955,3582,3200,382,0.906,2373.0,1063.14
B00439,V08,Pro-tray,2025-01-28,2025-03-01,8962,8280,7600,680,0.924,5377.2,2457.5
B00440,V08,Pro-tray,2025-02-28,2025-04-01,18541,17124,15900,1224,0.924,11124.6,5082.4
B00441,V08,Pro-tray,2025-03-30,2025-05-01,22073,19826,18700,1126,0.898,13243.8,5884.36
B00442,V08,Pro-tray,2025-04-30,2025-06-01,26697,25100,22700,2400,0.94,16018.2,7449.68
B00443,V08,Pro-tray,2025-05-30,2025-07-01,50142,45148,39700,5448,0.9,30085.2,13399.93
B00444,V08,Pro-tray,2025-06-30,2025-08-01,35325,31983,28700,3283,0.905,21195.0,9492.55
B00445,V08,Pro-tray,2025-07-31,2025-09-01,36681,33221,30610,2611,0.906,22008.6,9859.99
B00446,V08,Pro-tray,2025-08-30,2025-10-01,19332,18324,17430,894,0.948,11599.2,5438.56
B00447,V08,Pro-tray,2025-09-30,2025-11-01,3401,3069,2700,369,0.903,2040.6,910.88
B00448,V08,Pro-tray,2025-10-30,2025-12-01,2811,2564,2300,264,0.912,1686.6,761.0
B00449,V08,Pro-tray,2025-11-30,2026-01-01,11232,10342,9000,1342,0.921,6739.2,3243.25
B00450,V08,Pro-tray,2025-12-31,2026-02-01,4294,3809,3600,209,0.887,2576.4,1194.5
B00451,V08,Pro-tray,2026-01-28,2026-03-01,24563,22189,20000,2189,0.903,14737.8,6958.47
B00452,V08,Pro-tray,2026-02-28,2026-04-01,29889,28013,26640,1373,0.937,17933.4,8784.88
B00453,V08,Pro-tray,2026-03-30,2026-05-01,11362,10500,9600,900,0.924,6817.2,3292.8
B00454,V08,Pro-tray,2026-04-30,2026-06-01,62509,56972,50690,6282,0.911,37505.4,17866.42
B00455,V08,Pro-tray,2026-05-30,2026-07-01,71432,63950,59390,4560,0.895,42859.2,20054.72
B00456,V08,Pro-tray,2026-06-30,2026-08-01,112979,105509,91100,14409,0.934,67787.4,33087.62
B00457,V09,Nursery bed,2024-02-28,2024-04-01,14960,11319,10000,1319,0.757,10771.2,905.52
B00458,V09,Nursery bed,2024-03-29,2024-05-01,8398,6653,5900,753,0.792,6046.56,532.24
B00459,V09,Nursery bed,2024-04-29,2024-06-01,11803,9925,8800,1125,0.841,8498.16,794.0
B00460,V09,Nursery bed,2024-05-29,2024-07-01,15609,13115,11800,1315,0.84,11238.48,1049.2
B00461,V09,Nursery bed,2024-06-29,2024-08-01,34228,24947,23300,1647,0.729,24644.16,1995.76
B00462,V09,Nursery bed,2024-07-30,2024-09-01,9497,7696,7000,696,0.81,6837.84,615.68
B00463,V09,Nursery bed,2024-08-29,2024-10-01,15026,11809,10300,1509,0.786,10818.72,944.72
B00464,V09,Nursery bed,2024-09-29,2024-11-01,7095,5728,5000,728,0.807,5108.4,458.24
B00465,V09,Nursery bed,2024-10-29,2024-12-01,1454,1054,900,154,0.725,1046.88,84.32
B00466,V09,Nursery bed,2024-12-30,2025-02-01,4446,3428,3000,428,0.771,3201.12,290.69
B00467,V09,Nursery bed,2025-01-27,2025-03-01,693,539,500,39,0.778,498.96,45.71
B00468,V09,Nursery bed,2025-03-29,2025-05-01,11986,9552,9000,552,0.797,8629.92,810.01
B00469,V09,Nursery bed,2025-04-29,2025-06-01,24813,18031,16600,1431,0.727,17865.36,1529.03
B00470,V09,Nursery bed,2025-05-29,2025-07-01,64094,49985,46200,3785,0.78,46147.68,4238.73
B00471,V09,Nursery bed,2025-06-29,2025-08-01,10677,9167,8700,467,0.859,7687.44,777.36
B00472,V09,Nursery bed,2025-07-30,2025-09-01,19829,16687,15100,1587,0.842,14276.88,1415.06
B00473,V09,Nursery bed,2025-08-29,2025-10-01,12309,10164,8700,1464,0.826,8862.48,861.91
B00474,V09,Nursery bed,2025-09-29,2025-11-01,9033,7247,6500,747,0.802,6503.76,614.55
B00475,V09,Nursery bed,2025-11-29,2026-01-01,6115,4942,4200,742,0.808,4402.8,442.8
B00476,V09,Nursery bed,2025-12-30,2026-02-01,9988,7304,6500,804,0.731,7191.36,654.44
B00477,V09,Nursery bed,2026-02-27,2026-04-01,2351,1851,1600,251,0.788,1692.72,165.85
B00478,V09,Nursery bed,2026-03-29,2026-05-01,8331,6121,5400,721,0.735,5998.32,548.44
B00479,V09,Nursery bed,2026-04-29,2026-06-01,79001,60204,52400,7804,0.762,56880.72,5394.28
B00480,V09,Nursery bed,2026-05-29,2026-07-01,14624,10664,9200,1464,0.729,10529.28,955.49
B00481,V09,Nursery bed,2026-06-29,2026-08-01,41096,29591,25400,4191,0.72,29589.12,2651.35
B00482,V09,Pro-tray,2024-01-28,2024-03-01,2562,2341,2000,341,0.914,1844.64,655.48
B00483,V09,Pro-tray,2024-03-29,2024-05-01,11558,10178,8700,1478,0.881,8321.76,2849.84
B00484,V09,Pro-tray,2024-04-29,2024-06-01,35402,32500,30700,1800,0.918,25489.44,9100.0
B00485,V09,Pro-tray,2024-05-29,2024-07-01,6985,6628,6100,528,0.949,5029.2,1855.84
B00486,V09,Pro-tray,2024-06-29,2024-08-01,22649,20223,19100,1123,0.893,16307.28,5662.44
B00487,V09,Pro-tray,2024-07-30,2024-09-01,8943,8193,7200,993,0.916,6438.96,2294.04
B00488,V09,Pro-tray,2024-08-29,2024-10-01,6582,5930,5200,730,0.901,4739.04,1660.4
B00489,V09,Pro-tray,2024-09-29,2024-11-01,6496,6100,5500,600,0.939,4677.12,1708.0
B00490,V09,Pro-tray,2024-11-29,2025-01-01,9882,9363,8800,563,0.948,7115.04,2778.94
B00491,V09,Pro-tray,2024-12-30,2025-02-01,1613,1501,1310,191,0.931,1161.36,445.5
B00492,V09,Pro-tray,2025-01-27,2025-03-01,11857,10896,10200,696,0.919,8537.04,3233.93
B00493,V09,Pro-tray,2025-02-27,2025-04-01,1985,1822,1700,122,0.918,1429.2,540.77
B00494,V09,Pro-tray,2025-03-29,2025-05-01,35660,31593,28200,3393,0.886,25675.2,9376.8
B00495,V09,Pro-tray,2025-04-29,2025-06-01,32261,29761,25780,3981,0.923,23227.92,8833.06
B00496,V09,Pro-tray,2025-05-29,2025-07-01,49909,44634,38110,6524,0.894,35934.48,13247.37
B00497,V09,Pro-tray,2025-06-29,2025-08-01,42399,39005,34400,4605,0.92,30527.28,11576.68
B00498,V09,Pro-tray,2025-07-30,2025-09-01,9708,8656,7500,1156,0.892,6989.76,2569.1
B00499,V09,Pro-tray,2025-08-29,2025-10-01,15774,14607,13600,1007,0.926,11357.28,4335.36
B00500,V09,Pro-tray,2025-10-29,2025-12-01,6614,6052,5500,552,0.915,4762.08,1796.23
B00501,V09,Pro-tray,2025-11-29,2026-01-01,25907,24608,20890,3718,0.95,18653.04,7717.07
B00502,V09,Pro-tray,2025-12-30,2026-02-01,25433,23433,21300,2133,0.921,18311.76,7348.59
B00503,V09,Pro-tray,2026-01-27,2026-03-01,17574,16051,14800,1251,0.913,12653.28,5033.59
B00504,V09,Pro-tray,2026-02-27,2026-04-01,3583,3347,3000,347,0.934,2579.76,1049.62
B00505,V09,Pro-tray,2026-03-29,2026-05-01,44008,40441,38300,2141,0.919,31685.76,12682.3
B00506,V09,Pro-tray,2026-04-29,2026-06-01,53838,47698,44250,3448,0.886,38763.36,14958.09
B00507,V09,Pro-tray,2026-05-29,2026-07-01,142129,129433,116930,12503,0.911,102332.88,40590.19
B00508,V09,Pro-tray,2026-06-29,2026-08-01,50345,47297,41080,6217,0.939,36248.4,14832.34
B00509,V10,Nursery bed,2024-01-30,2024-03-01,2347,1898,1800,98,0.809,1056.15,151.84
B00510,V10,Nursery bed,2024-03-31,2024-05-01,3400,2710,2300,410,0.797,1530.0,216.8
B00511,V10,Nursery bed,2024-05-01,2024-06-01,25849,20416,18200,2216,0.79,11632.05,1633.28
B00512,V10,Nursery bed,2024-05-31,2024-07-01,12683,9215,8500,715,0.727,5707.35,737.2
B00513,V10,Nursery bed,2024-07-01,2024-08-01,8090,6510,5600,910,0.805,3640.5,520.8
B00514,V10,Nursery bed,2024-08-01,2024-09-01,5188,4288,3700,588,0.827,2334.6,343.04
B00515,V10,Nursery bed,2024-08-31,2024-10-01,4223,3508,3100,408,0.831,1900.35,280.64
B00516,V10,Nursery bed,2024-10-01,2024-11-01,9939,7896,7200,696,0.794,4472.55,631.68
B00517,V10,Nursery bed,2024-10-31,2024-12-01,1196,996,900,96,0.833,538.2,79.68
B00518,V10,Nursery bed,2025-01-01,2025-02-01,1484,1180,1000,180,0.796,667.8,100.06
B00519,V10,Nursery bed,2025-01-29,2025-03-01,6402,4863,4400,463,0.76,2880.9,412.38
B00520,V10,Nursery bed,2025-03-01,2025-04-01,11965,8750,8000,750,0.731,5384.25,742.0
B00521,V10,Nursery bed,2025-03-31,2025-05-01,5648,4774,4400,374,0.845,2541.6,404.84
B00522,V10,Nursery bed,2025-05-01,2025-06-01,10971,9183,8200,983,0.837,4936.95,778.72
