customer_id,customer_type,village,distance_km,first_order_date
C0540,Retail farmer,Anand,42,2024-08-11
C0541,Retail farmer,Sevalia,18,2024-08-11
C0542,Retail farmer,Dakor,12,2024-08-11
C0543,Retail farmer,Sevalia,18,2024-08-11
C0544,Retail farmer,Balasinor,28,2024-08-11
C0545,Retail farmer,Dakor,12,2024-08-11
C0546,Retail farmer,Dakor,12,2024-08-11
C0547,Retail farmer,Anand,42,2024-08-11
C0548,Retail farmer,Jesapura,1,2024-08-11
C0549,Retail farmer,Balasinor,28,2024-08-11
C0550,Wholesale / dealer,Nadiad,38,2024-08-11
C0551,Wholesale / dealer,Mithapura,1,2024-08-12
C0552,Retail farmer,Thasra,9,2024-08-12
C0553,Retail farmer,Umreth,22,2024-08-12
C0554,Retail farmer,Nadiad,38,2024-08-12
C0555,Wholesale / dealer,Mithapura,1,2024-08-12
C0556,Retail farmer,Kathlal,35,2024-08-13
C0557,Home gardener,Balasinor,28,2024-08-13
C0558,Retail farmer,Kathlal,35,2024-08-13
C0559,Retail farmer,Jesapura,1,2024-08-13
C0560,Wholesale / dealer,Umreth,22,2024-08-13
C0561,Retail farmer,Umreth,22,2024-08-13
C0562,Retail farmer,Kapadvanj,40,2024-08-13
C0563,Retail farmer,Thasra,9,2024-08-13
C0564,Retail farmer,Umreth,22,2024-08-14
C0565,Retail farmer,Nadiad,38,2024-08-14
C0566,Retail farmer,Mithapura,1,2024-08-14
C0567,Retail farmer,Mithapura,1,2024-08-14
C0568,Retail farmer,Balasinor,28,2024-08-14
C0569,Retail farmer,Umreth,22,2024-08-14
C0570,Retail farmer,Nadiad,38,2024-08-14
C0571,Retail farmer,Mithapura,1,2024-08-14
C0572,Retail farmer,Nadiad,38,2024-08-15
C0573,Retail farmer,Jesapura,1,2024-08-15
C0574,Home gardener,Nadiad,38,2024-08-15
C0575,Retail farmer,Kathlal,35,2024-08-15
C0576,Retail farmer,Thasra,9,2024-08-15
C0577,Wholesale / dealer,Kapadvanj,40,2024-08-15
C0578,Wholesale / dealer,Thasra,9,2024-08-15
C0579,Wholesale / dealer,Kathlal,35,2024-08-15
C0580,Retail farmer,Mithapura,1,2024-08-16
C0581,Wholesale / dealer,Kapadvanj,40,2024-08-16
C0582,Retail farmer,Sevalia,18,2024-08-16
C0583,Home gardener,Kapadvanj,40,2024-08-17
C0584,Retail farmer,Dakor,12,2024-08-17
C0585,Retail farmer,Sevalia,18,2024-08-17
C0586,Retail farmer,Umreth,22,2024-08-17
C0587,Retail farmer,Mithapura,1,2024-08-17
C0588,Retail farmer,Thasra,9,2024-08-17
C0589,Retail farmer,Mithapura,1,2024-08-17
C0590,Retail farmer,Mithapura,1,2024-08-18
C0591,Retail farmer,Balasinor,28,2024-08-18
C0592,Retail farmer,Kathlal,35,2024-08-18
C0593,Retail farmer,Kathlal,35,2024-08-18
C0594,Retail farmer,Nadiad,38,2024-08-18
C0595,Retail farmer,Umreth,22,2024-08-18
C0596,Wholesale / dealer,Kapadvanj,40,2024-08-18
C0597,Retail farmer,Anand,42,2024-08-19
C0598,Retail farmer,Mithapura,1,2024-08-19
C0599,Retail farmer,Anand,42,2024-08-19
C0600,Retail farmer,Mithapura,1,2024-08-19
C0601,Retail farmer,Jesapura,1,2024-08-19
C0602,Retail farmer,Thasra,9,2024-08-19
C0603,Wholesale / dealer,Mahudha,30,2024-08-19
C0604,Retail farmer,Jesapura,1,2024-08-19
C0605,Retail farmer,Dakor,12,2024-08-19
C0606,Retail farmer,Mithapura,1,2024-08-19
C0607,Retail farmer,Nadiad,38,2024-08-20
C0608,Retail farmer,Thasra,9,2024-08-20
C0609,Retail farmer,Nadiad,38,2024-08-20
C0610,Retail farmer,Sevalia,18,2024-08-21
C0611,Retail farmer,Umreth,22,2024-08-21
C0612,Retail farmer,Kapadvanj,40,2024-08-21
C0613,Retail farmer,Jesapura,1,2024-08-21
C0614,Retail farmer,Mahudha,30,2024-08-21
C0615,Home gardener,Dakor,12,2024-08-21
C0616,Retail farmer,Dakor,12,2024-08-21
C0617,Retail farmer,Kapadvanj,40,2024-08-22
C0618,Home gardener,Jesapura,1,2024-08-22
C0619,Retail farmer,Umreth,22,2024-08-22
C0620,Retail farmer,Sevalia,18,2024-08-22
C0621,Retail farmer,Thasra,9,2024-08-22
C0622,Retail farmer,Mahudha,30,2024-08-22
C0623,Retail farmer,Umreth,22,2024-08-22
C0624,Retail farmer,Thasra,9,2024-08-23
C0625,Wholesale / dealer,Balasinor,28,2024-08-23
C0626,Wholesale / dealer,Umreth,22,2024-08-23
C0627,Retail farmer,Mithapura,1,2024-08-23
C0628,Retail farmer,Mahudha,30,2024-08-23
C0629,Retail farmer,Dakor,12,2024-08-23
C0630,Retail farmer,Thasra,9,2024-08-23
C0631,Retail farmer,Dakor,12,2024-08-23
C0632,Retail farmer,Kathlal,35,2024-08-24
C0633,Retail farmer,Anand,42,2024-08-24
C0634,Retail farmer,Jesapura,1,2024-08-24
C0635,Retail farmer,Umreth,22,2024-08-24
C0636,Retail farmer,Balasinor,28,2024-08-24
C0637,Retail farmer,Thasra,9,2024-08-24
C0638,Wholesale / dealer,Mithapura,1,2024-08-24
C0639,Retail farmer,Umreth,22,2024-08-24
C0640,Wholesale / dealer,Thasra,9,2024-08-25
C0641,Retail farmer,Nadiad,38,2024-08-25
C0642,Retail farmer,Nadiad,38,2024-08-25
C0643,Retail farmer,Anand,42,2024-08-25
C0644,Retail farmer,Kathlal,35,2024-08-25
C0645,Home gardener,Nadiad,38,2024-08-25
C0646,Retail farmer,Mithapura,1,2024-08-26
C0647,Retail farmer,Thasra,9,2024-08-26
C0648,Retail farmer,Dakor,12,2024-08-26
C0649,Retail farmer,Thasra,9,2024-08-26
C0650,Retail farmer,Dakor,12,2024-08-27
C0651,Retail farmer,Mithapura,1,2024-08-27
C0652,Retail farmer,Sevalia,18,2024-08-27
C0653,Retail farmer,Kapadvanj,40,2024-08-27
C0654,Retail farmer,Umreth,22,2024-08-27
C0655,Retail farmer,Dakor,12,2024-08-28
C0656,Retail farmer,Kapadvanj,40,2024-08-28
C0657,Wholesale / dealer,Nadiad,38,2024-08-28
C0658,Retail farmer,Jesapura,1,2024-08-29
C0659,Home gardener,Kapadvanj,40,2024-08-29
C0660,Retail farmer,Sevalia,18,2024-08-30
C0661,Wholesale / dealer,Umreth,22,2024-08-30
C0662,Wholesale / dealer,Thasra,9,2024-08-30
C0663,Retail farmer,Thasra,9,2024-08-30
C0664,Retail farmer,Kathlal,35,2024-08-30
C0665,Wholesale / dealer,Sevalia,18,2024-08-30
C0666,Retail farmer,Anand,42,2024-08-30
C0667,Retail farmer,Thasra,9,2024-08-31
C0668,Home gardener,Thasra,9,2024-08-31
C0669,Retail farmer,Kathlal,35,2024-08-31
C0670,Retail farmer,Kapadvanj,40,2024-08-31
C0671,Retail farmer,Umreth,22,2024-09-01
C0672,Retail farmer,Thasra,9,2024-09-01
C0673,Retail farmer,Thasra,9,2024-09-01
C0674,Wholesale / dealer,Nadiad,38,2024-09-01
C0675,Retail farmer,Thasra,9,2024-09-01
C0676,Retail farmer,Thasra,9,2024-09-01
C0677,Retail farmer,Thasra,9,2024-09-02
C0678,Retail farmer,Thasra,9,2024-09-02
C0679,Home gardener,Dakor,12,2024-09-02
C0680,Retail farmer,Nadiad,38,2024-09-02
C0681,Retail farmer,Kapadvanj,40,2024-09-02
C0682,Retail farmer,Dakor,12,2024-09-03
C0683,Wholesale / dealer,Umreth,22,2024-09-03
C0684,Retail farmer,Kathlal,35,2024-09-03
C0685,Retail farmer,Umreth,22,2024-09-04
C0686,Retail farmer,Dakor,12,2024-09-04
C0687,Retail farmer,Dakor,12,2024-09-04
C0688,Retail farmer,Sevalia,18,2024-09-04
C0689,Retail farmer,Jesapura,1,2024-09-04
C0690,Retail farmer,Nadiad,38,2024-09-04
C0691,Retail farmer,Anand,42,2024-09-04
C0692,Retail farmer,Thasra,9,2024-09-05
C0693,Retail farmer,Dakor,12,2024-09-05
C0694,Retail farmer,Sevalia,18,2024-09-05
C0695,Retail farmer,Thasra,9,2024-09-05
C0696,Retail farmer,Dakor,12,2024-09-06
C0697,Home gardener,Kapadvanj,40,2024-09-06
C0698,Retail farmer,Kathlal,35,2024-09-06
C0699,Retail farmer,Mahudha,30,2024-09-06
C0700,Retail farmer,Anand,42,2024-09-06
C0701,Retail farmer,Balasinor,28,2024-09-06
C0702,Retail farmer,Dakor,12,2024-09-07
C0703,Wholesale / dealer,Kapadvanj,40,2024-09-07
C0704,Home gardener,Jesapura,1,2024-09-08
C0705,Retail farmer,Mithapura,1,2024-09-08
C0706,Retail farmer,Dakor,12,2024-09-08
C0707,Retail farmer,Balasinor,28,2024-09-08
C0708,Retail farmer,Mithapura,1,2024-09-08
C0709,Retail farmer,Nadiad,38,2024-09-08
C0710,Home gardener,Jesapura,1,2024-09-09
C0711,Retail farmer,Balasinor,28,2024-09-09
C0712,Retail farmer,Mahudha,30,2024-09-09
C0713,Wholesale / dealer,Sevalia,18,2024-09-09
C0714,Home gardener,Mahudha,30,2024-09-10
C0715,Retail farmer,Dakor,12,2024-09-10
C0716,Retail farmer,Nadiad,38,2024-09-10
C0717,Retail farmer,Nadiad,38,2024-09-10
C0718,Wholesale / dealer,Anand,42,2024-09-11
C0719,Retail farmer,Kathlal,35,2024-09-12
C0720,Retail farmer,Sevalia,18,2024-09-12
C0721,Retail farmer,Kapadvanj,40,2024-09-12
C0722,Retail farmer,Umreth,22,2024-09-12
C0723,Retail farmer,Kapadvanj,40,2024-09-12
C0724,Retail farmer,Nadiad,38,2024-09-12
C0725,Retail farmer,Thasra,9,2024-09-12
C0726,Retail farmer,Dakor,12,2024-09-13
C0727,Retail farmer,Anand,42,2024-09-13
C0728,Retail farmer,Kathlal,35,2024-09-13
C0729,Wholesale / dealer,Jesapura,1,2024-09-13
C0730,Retail farmer,Kapadvanj,40,2024-09-13
C0731,Wholesale / dealer,Dakor,12,2024-09-13
C0732,Retail farmer,Sevalia,18,2024-09-13
C0733,Retail farmer,Dakor,12,2024-09-14
C0734,Retail farmer,Dakor,12,2024-09-14
C0735,Home gardener,Balasinor,28,2024-09-14
C0736,Retail farmer,Sevalia,18,2024-09-14
C0737,Retail farmer,Dakor,12,2024-09-14
C0738,Retail farmer,Mithapura,1,2024-09-15
C0739,Retail farmer,Jesapura,1,2024-09-15
C0740,Retail farmer,Mithapura,1,2024-09-15
C0741,Retail farmer,Mahudha,30,2024-09-16
C0742,Retail farmer,Thasra,9,2024-09-16
C0743,Retail farmer,Sevalia,18,2024-09-16
C0744,Retail farmer,Dakor,12,2024-09-16
C0745,Retail farmer,Anand,42,2024-09-16
C0746,Home gardener,Anand,42,2024-09-16
C0747,Retail farmer,Thasra,9,2024-09-16
C0748,Retail farmer,Kapadvanj,40,2024-09-17
C0749,Retail farmer,Dakor,12,2024-09-17
C0750,Retail farmer,Dakor,12,2024-09-17
C0751,Retail farmer,Thasra,9,2024-09-17
C0752,Retail farmer,Jesapura,1,2024-09-17
C0753,Retail farmer,Umreth,22,2024-09-18
C0754,Retail farmer,Dakor,12,2024-09-18
C0755,Retail farmer,Mithapura,1,2024-09-18
C0756,Retail farmer,Kapadvanj,40,2024-09-18
C0757,Retail farmer,Jesapura,1,2024-09-18
C0758,Wholesale / dealer,Mahudha,30,2024-09-19
C0759,Home gardener,Anand,42,2024-09-19
C0760,Retail farmer,Thasra,9,2024-09-19
C0761,Home gardener,Sevalia,18,2024-09-19
C0762,Wholesale / dealer,Kathlal,35,2024-09-20
C0763,Retail farmer,Dakor,12,2024-09-20
C0764,Retail farmer,Kapadvanj,40,2024-09-20
C0765,Retail farmer,Jesapura,1,2024-09-20
C0766,Retail farmer,Kapadvanj,40,2024-09-20
C0767,Retail farmer,Sevalia,18,2024-09-20
C0768,Retail farmer,Kathlal,35,2024-09-21
C0769,Wholesale / dealer,Nadiad,38,2024-09-21
C0770,Retail farmer,Kapadvanj,40,2024-09-21
C0771,Retail farmer,Balasinor,28,2024-09-21
C0772,Retail farmer,Sevalia,18,2024-09-21
C0773,Wholesale / dealer,Anand,42,2024-09-21
C0774,Retail farmer,Umreth,22,2024-09-22
C0775,Retail farmer,Dakor,12,2024-09-22
C0776,Retail farmer,Nadiad,38,2024-09-22
C0777,Retail farmer,Jesapura,1,2024-09-22
C0778,Retail farmer,Mahudha,30,2024-09-22
C0779,Home gardener,Balasinor,28,2024-09-22
C0780,Retail farmer,Dakor,12,2024-09-22
C0781,Retail farmer,Dakor,12,2024-09-22
C0782,Retail farmer,Anand,42,2024-09-22
C0783,Retail farmer,Mithapura,1,2024-09-23
C0784,Retail farmer,Mithapura,1,2024-09-23
C0785,Retail farmer,Thasra,9,2024-09-24
C0786,Retail farmer,Mithapura,1,2024-09-24
C0787,Retail farmer,Umreth,22,2024-09-25
C0788,Retail farmer,Thasra,9,2024-09-25
C0789,Retail farmer,Kapadvanj,40,2024-09-25
C0790,Retail farmer,Thasra,9,2024-09-25
C0791,Retail farmer,Dakor,12,2024-09-26
C0792,Retail farmer,Umreth,22,2024-09-26
C0793,Retail farmer,Kapadvanj,40,2024-09-26
C0794,Retail farmer,Thasra,9,2024-09-27
C0795,Retail farmer,Nadiad,38,2024-09-27
C0796,Retail farmer,Anand,42,2024-09-27
C0797,Retail farmer,Balasinor,28,2024-09-28
C0798,Retail farmer,Mithapura,1,2024-09-28
C0799,Home gardener,Umreth,22,2024-09-28
C0800,Home gardener,Kathlal,35,2024-09-29
C0801,Retail farmer,Thasra,9,2024-09-29
C0802,Home gardener,Umreth,22,2024-09-29
C0803,Wholesale / dealer,Thasra,9,2024-09-29
C0804,Retail farmer,Umreth,22,2024-09-29
C0805,Retail farmer,Sevalia,18,2024-09-29
C0806,Retail farmer,Mithapura,1,2024-09-29
C0807,Retail farmer,Nadiad,38,2024-09-29
C0808,Retail farmer,Mithapura,1,2024-09-29
C0809,Retail farmer,Umreth,22,2024-09-29
C0810,Retail farmer,Kathlal,35,2024-09-30
C0811,Retail farmer,Kathlal,35,2024-09-30
C0812,Wholesale / dealer,Dakor,12,2024-09-30
C0813,Retail farmer,Kathlal,35,2024-09-30
C0814,Retail farmer,Nadiad,38,2024-10-01
C0815,Retail farmer,Kapadvanj,40,2024-10-01
C0816,Retail farmer,Mithapura,1,2024-10-01
C0817,Retail farmer,Dakor,12,2024-10-02
C0818,Retail farmer,Mithapura,1,2024-10-02
C0819,Wholesale / dealer,Kathlal,35,2024-10-02
C0820,Retail farmer,Balasinor,28,2024-10-03
C0821,Retail farmer,Dakor,12,2024-10-03
C0822,Home gardener,Dakor,12,2024-10-03
C0823,Retail farmer,Anand,42,2024-10-03
C0824,Retail farmer,Thasra,9,2024-10-04
C0825,Retail farmer,Kapadvanj,40,2024-10-04
C0826,Retail farmer,Nadiad,38,2024-10-05
C0827,Retail farmer,Thasra,9,2024-10-06
C0828,Retail farmer,Umreth,22,2024-10-06
C0829,Retail farmer,Kathlal,35,2024-10-06
C0830,Retail farmer,Dakor,12,2024-10-07
C0831,Retail farmer,Sevalia,18,2024-10-07
C0832,Retail farmer,Sevalia,18,2024-10-08
C0833,Retail farmer,Mahudha,30,2024-10-10
C0834,Retail farmer,Jesapura,1,2024-10-10
C0835,Retail farmer,Thasra,9,2024-10-10
C0836,Retail farmer,Balasinor,28,2024-10-10
C0837,Retail farmer,Thasra,9,2024-10-11
C0838,Retail farmer,Mahudha,30,2024-10-12
C0839,Retail farmer,Jesapura,1,2024-10-12
C0840,Retail farmer,Mahudha,30,2024-10-12
C0841,Retail farmer,Nadiad,38,2024-10-12
C0842,Retail farmer,Mahudha,30,2024-10-12
C0843,Home gardener,Sevalia,18,2024-10-12
C0844,Retail farmer,Thasra,9,2024-10-13
C0845,Retail farmer,Kapadvanj,40,2024-10-13
C0846,Retail farmer,Kathlal,35,2024-10-13
C0847,Wholesale / dealer,Umreth,22,2024-10-15
C0848,Retail farmer,Kapadvanj,40,2024-10-15
C0849,Retail farmer,Kapadvanj,40,2024-10-15
C0850,Retail farmer,Nadiad,38,2024-10-15
C0851,Wholesale / dealer,Umreth,22,2024-10-15
C0852,Retail farmer,Nadiad,38,2024-10-16
C0853,Retail farmer,Dakor,12,2024-10-17
C0854,Retail farmer,Nadiad,38,2024-10-17
C0855,Retail farmer,Kathlal,35,2024-10-19
C0856,Retail farmer,Mahudha,30,2024-10-19
C0857,Retail farmer,Thasra,9,2024-10-20
C0858,Retail farmer,Anand,42,2024-10-20
C0859,Retail farmer,Sevalia,18,2024-10-20
C0860,Home gardener,Thasra,9,2024-10-21
C0861,Retail farmer,Dakor,12,2024-10-21
C0862,Retail farmer,Balasinor,28,2024-10-22
C0863,Wholesale / dealer,Thasra,9,2024-10-23
C0864,Retail farmer,Balasinor,28,2024-10-23
C0865,Retail farmer,Jesapura,1,2024-10-24
C0866,Home gardener,Sevalia,18,2024-10-24
C0867,Retail farmer,Nadiad,38,2024-10-25
C0868,Retail farmer,Anand,42,2024-10-25
C0869,Retail farmer,Kapadvanj,40,2024-10-25
C0870,Home gardener,Dakor,12,2024-10-26
C0871,Retail farmer,Nadiad,38,2024-10-26
C0872,Wholesale / dealer,Thasra,9,2024-10-26
C0873,Retail farmer,Kapadvanj,40,2024-10-27
C0874,Wholesale / dealer,Umreth,22,2024-10-27
C0875,Retail farmer,Thasra,9,2024-10-27
C0876,Retail farmer,Umreth,22,2024-10-28
C0877,Retail farmer,Anand,42,2024-10-29
C0878,Retail farmer,Balasinor,28,2024-10-30
C0879,Retail farmer,Balasinor,28,2024-10-30
C0880,Retail farmer,Dakor,12,2024-10-30
C0881,Retail farmer,Mahudha,30,2024-10-31
C0882,Retail farmer,Mithapura,1,2024-10-31
C0883,Retail farmer,Nadiad,38,2024-10-31
C0884,Retail farmer,Jesapura,1,2024-11-01
C0885,Retail farmer,Thasra,9,2024-11-02
C0886,Retail farmer,Dakor,12,2024-11-02
C0887,Home gardener,Balasinor,28,2024-11-02
C0888,Retail farmer,Jesapura,1,2024-11-02
C0889,Retail farmer,Dakor,12,2024-11-03
C0890,Home gardener,Thasra,9,2024-11-04
C0891,Home gardener,Balasinor,28,2024-11-04
C0892,Wholesale / dealer,Thasra,9,2024-11-04
C0893,Retail farmer,Kapadvanj,40,2024-11-05
C0894,Home gardener,Kapadvanj,40,2024-11-05
C0895,Retail farmer,Sevalia,18,2024-11-07
C0896,Retail farmer,Mithapura,1,2024-11-08
C0897,Retail farmer,Mithapura,1,2024-11-08
C0898,Retail farmer,Kapadvanj,40,2024-11-09
C0899,Retail farmer,Kapadvanj,40,2024-11-09
C0900,Retail farmer,Kapadvanj,40,2024-11-10
C0901,Retail farmer,Mithapura,1,2024-11-10
C0902,Retail farmer,Mithapura,1,2024-11-10
C0903,Wholesale / dealer,Mahudha,30,2024-11-11
C0904,Retail farmer,Thasra,9,2024-11-11
C0905,Retail farmer,Kapadvanj,40,2024-11-12
C0906,Retail farmer,Kathlal,35,2024-11-12
C0907,Retail farmer,Balasinor,28,2024-11-12
C0908,Wholesale / dealer,Dakor,12,2024-11-14
C0909,Home gardener,Umreth,22,2024-11-14
C0910,Retail farmer,Mithapura,1,2024-11-15
C0911,Retail farmer,Jesapura,1,2024-11-15
C0912,Home gardener,Kapadvanj,40,2024-11-15
C0913,Retail farmer,Jesapura,1,2024-11-16
C0914,Retail farmer,Mithapura,1,2024-11-17
C0915,Wholesale / dealer,Dakor,12,2024-11-18
C0916,Retail farmer,Dakor,12,2024-11-18
C0917,Retail farmer,Thasra,9,2024-11-18
C0918,Wholesale / dealer,Umreth,22,2024-11-18
C0919,Retail farmer,Jesapura,1,2024-11-18
C0920,Retail farmer,Thasra,9,2024-11-19
C0921,Wholesale / dealer,Thasra,9,2024-11-23
C0922,Retail farmer,Mithapura,1,2024-11-24
C0923,Home gardener,Thasra,9,2024-11-25
C0924,Retail farmer,Kapadvanj,40,2024-11-27
C0925,Home gardener,Thasra,9,2024-11-28
C0926,Wholesale / dealer,Anand,42,2024-11-29
C0927,Wholesale / dealer,Balasinor,28,2024-11-29
C0928,Wholesale / dealer,Thasra,9,2024-11-29
C0929,Retail farmer,Anand,42,2024-11-30
C0930,Retail farmer,Balasinor,28,2024-12-01
C0931,Wholesale / dealer,Umreth,22,2024-12-04
C0932,Retail farmer,Thasra,9,2024-12-05
C0933,Retail farmer,Mahudha,30,2024-12-06
C0934,Wholesale / dealer,Umreth,22,2024-12-07
C0935,Retail farmer,Nadiad,38,2024-12-08
C0936,Retail farmer,Nadiad,38,2024-12-09
C0937,Retail farmer,Thasra,9,2024-12-09
C0938,Retail farmer,Nadiad,38,2024-12-09
C0939,Retail farmer,Anand,42,2024-12-10
C0940,Retail farmer,Thasra,9,2024-12-10
C0941,Retail farmer,Nadiad,38,2024-12-12
C0942,Retail farmer,Dakor,12,2024-12-13
C0943,Retail farmer,Anand,42,2024-12-13
C0944,Retail farmer,Mahudha,30,2024-12-18
C0945,Retail farmer,Dakor,12,2024-12-20
C0946,Retail farmer,Umreth,22,2024-12-21
C0947,Retail farmer,Thasra,9,2024-12-23
C0948,Retail farmer,Thasra,9,2024-12-26
C0949,Retail farmer,Balasinor,28,2024-12-28
C0950,Retail farmer,Umreth,22,2024-12-29
C0951,Retail farmer,Kapadvanj,40,2024-12-30
C0952,Retail farmer,Dakor,12,2024-12-31
C0953,Retail farmer,Nadiad,38,2024-12-31
C0954,Retail farmer,Sevalia,18,2025-01-03
C0955,Retail farmer,Umreth,22,2025-01-03
C0956,Home gardener,Thasra,9,2025-01-03
C0957,Retail farmer,Thasra,9,2025-01-04
C0958,Retail farmer,Mahudha,30,2025-01-04
C0959,Retail farmer,Mahudha,30,2025-01-04
C0960,Home gardener,Nadiad,38,2025-01-05
C0961,Wholesale / dealer,Nadiad,38,2025-01-06
C0962,Retail farmer,Anand,42,2025-01-06
C0963,Retail farmer,Dakor,12,2025-01-08
C0964,Retail farmer,Jesapura,1,2025-01-08
C0965,Retail farmer,Sevalia,18,2025-01-08
C0966,Wholesale / dealer,Kathlal,35,2025-01-09
C0967,Retail farmer,Nadiad,38,2025-01-11
C0968,Retail farmer,Jesapura,1,2025-01-12
C0969,Home gardener,Kathlal,35,2025-01-13
C0970,Retail farmer,Jesapura,1,2025-01-14
C0971,Retail farmer,Kapadvanj,40,2025-01-14
C0972,Retail farmer,Dakor,12,2025-01-14
C0973,Retail farmer,Nadiad,38,2025-01-15
C0974,Retail farmer,Dakor,12,2025-01-17
C0975,Retail farmer,Nadiad,38,2025-01-17
C0976,Home gardener,Umreth,22,2025-01-17
C0977,Retail farmer,Kapadvanj,40,2025-01-18
C0978,Retail farmer,Anand,42,2025-01-18
C0979,Retail farmer,Nadiad,38,2025-01-19
C0980,Retail farmer,Thasra,9,2025-01-19
C0981,Wholesale / dealer,Jesapura,1,2025-01-19
C0982,Home gardener,Nadiad,38,2025-01-20
C0983,Home gardener,Nadiad,38,2025-01-20
C0984,Retail farmer,Anand,42,2025-01-23
C0985,Retail farmer,Umreth,22,2025-01-26
C0986,Retail farmer,Anand,42,2025-01-27
C0987,Home gardener,Kapadvanj,40,2025-01-27
C0988,Retail farmer,Anand,42,2025-01-27
C0989,Retail farmer,Kapadvanj,40,2025-01-28
C0990,Retail farmer,Dakor,12,2025-01-28
C0991,Retail farmer,Jesapura,1,2025-01-31
C0992,Home gardener,Dakor,12,2025-01-31
C0993,Retail farmer,Balasinor,28,2025-01-31
C0994,Home gardener,Kathlal,35,2025-01-31
C0995,Home gardener,Dakor,12,2025-02-01
C0996,Retail farmer,Anand,42,2025-02-02
C0997,Retail farmer,Anand,42,2025-02-03
C0998,Retail farmer,Sevalia,18,2025-02-05
C0999,Retail farmer,Umreth,22,2025-02-06
C1000,Home gardener,Nadiad,38,2025-02-06
C1001,Retail farmer,Thasra,9,2025-02-06
C1002,Retail farmer,Kapadvanj,40,2025-02-08
C1003,Retail farmer,Kapadvanj,40,2025-02-09
C1004,Retail farmer,Mahudha,30,2025-02-09
C1005,Retail farmer,Umreth,22,2025-02-09
C1006,Retail farmer,Dakor,12,2025-02-09
C1007,Retail farmer,Dakor,12,2025-02-13
C1008,Retail farmer,Sevalia,18,2025-02-13
C1009,Retail farmer,Mithapura,1,2025-02-14
C1010,Retail farmer,Jesapura,1,2025-02-16
C1011,Retail farmer,Mahudha,30,2025-02-16
C1012,Retail farmer,Jesapura,1,2025-02-16
C1013,Home gardener,Umreth,22,2025-02-16
C1014,Home gardener,Kathlal,35,2025-02-18
C1015,Retail farmer,Sevalia,18,2025-02-19
C1016,Home gardener,Jesapura,1,2025-02-19
C1017,Retail farmer,Dakor,12,2025-02-20
C1018,Retail farmer,Mithapura,1,2025-02-21
C1019,Home gardener,Dakor,12,2025-02-22
C1020,Wholesale / dealer,Dakor,12,2025-02-23
C1021,Retail farmer,Umreth,22,2025-02-23
C1022,Home gardener,Anand,42,2025-02-23
C1023,Retail farmer,Balasinor,28,2025-02-26
C1024,Retail farmer,Mahudha,30,2025-02-27
C1025,Retail farmer,Thasra,9,2025-03-01
C1026,Retail farmer,Anand,42,2025-03-02
C1027,Retail farmer,Mithapura,1,2025-03-02
C1028,Home gardener,Mithapura,1,2025-03-02
C1029,Home gardener,Thasra,9,2025-03-02
C1030,Retail farmer,Umreth,22,2025-03-03
C1031,Retail farmer,Dakor,12,2025-03-04
C1032,Home gardener,Sevalia,18,2025-03-06
C1033,Retail farmer,Mithapura,1,2025-03-07
C1034,Home gardener,Sevalia,18,2025-03-08
C1035,Retail farmer,Kathlal,35,2025-03-10
C1036,Retail farmer,Thasra,9,2025-03-10
C1037,Retail farmer,Thasra,9,2025-03-11
C1038,Retail farmer,Anand,42,2025-03-12
C1039,Wholesale / dealer,Mahudha,30,2025-03-14
C1040,Retail farmer,Kapadvanj,40,2025-03-15
C1041,Retail farmer,Umreth,22,2025-03-16
C1042,Retail farmer,Sevalia,18,2025-03-16
C1043,Retail farmer,Umreth,22,2025-03-17
C1044,Retail farmer,Thasra,9,2025-03-17
C1045,Retail farmer,Kathlal,35,2025-03-22
C1046,Retail farmer,Umreth,22,2025-03-22
C1047,Wholesale / dealer,Sevalia,18,2025-03-22
C1048,Retail farmer,Mahudha,30,2025-03-23
C1049,Retail farmer,Thasra,9,2025-03-24
C1050,Retail farmer,Kathlal,35,2025-03-25
C1051,Home gardener,Nadiad,38,2025-03-25
C1052,Wholesale / dealer,Mahudha,30,2025-03-26
C1053,Retail farmer,Thasra,9,2025-03-26
C1054,Retail farmer,Nadiad,38,2025-03-26
C1055,Retail farmer,Mithapura,1,2025-03-30
C1056,Wholesale / dealer,Kapadvanj,40,2025-03-31
C1057,Retail farmer,Thasra,9,2025-04-01
C1058,Retail farmer,Jesapura,1,2025-04-01
C1059,Wholesale / dealer,Thasra,9,2025-04-01
C1060,Retail farmer,Dakor,12,2025-04-03
C1061,Retail farmer,Kathlal,35,2025-04-03
C1062,Retail farmer,Sevalia,18,2025-04-03
C1063,Retail farmer,Kapadvanj,40,2025-04-03
C1064,Retail farmer,Thasra,9,2025-04-03
C1065,Retail farmer,Thasra,9,2025-04-04
C1066,Retail farmer,Jesapura,1,2025-04-04
C1067,Home gardener,Kathlal,35,2025-04-04
C1068,Wholesale / dealer,Nadiad,38,2025-04-05
C1069,Retail farmer,Dakor,12,2025-04-07
C1070,Retail farmer,Jesapura,1,2025-04-08
C1071,Retail farmer,Kapadvanj,40,2025-04-08
C1072,Retail farmer,Mahudha,30,2025-04-10
C1073,Retail farmer,Mahudha,30,2025-04-11
C1074,Retail farmer,Sevalia,18,2025-04-11
C1075,Retail farmer,Kathlal,35,2025-04-12
C1076,Wholesale / dealer,Mithapura,1,2025-04-13
C1077,Retail farmer,Thasra,9,2025-04-13
C1078,Retail farmer,Nadiad,38,2025-04-13
