order_id,order_date,customer_id,customer_type,variety_id,crop,method,quantity,unit_price_inr,discount_pct,revenue_inr,payment_mode,channel,fulfilment
O001028,2024-07-31,C0465,Retail farmer,V11,Capsicum,Pro-tray,1100,3.12,0.0,3432.0,UPI,Phone call,Self pickup
O001029,2024-07-31,C0414,Wholesale / dealer,V12,Tomato,Pro-tray,2200,1.85,9.8,3671.14,UPI,Walk-in,Van delivery
O001030,2024-07-31,C0466,Retail farmer,V14,Marigold,Nursery bed,700,1.26,0.0,882.0,Cash,Walk-in,Self pickup
O001031,2024-07-31,C0344,Retail farmer,V14,Marigold,Pro-tray,800,1.79,0.0,1432.0,UPI,WhatsApp,Self pickup
O001032,2024-08-01,C0467,Retail farmer,V03,Chilli,Pro-tray,1300,1.69,0.0,2197.0,Cash,Walk-in,Self pickup
O001033,2024-08-01,C0315,Retail farmer,V01,Chilli,Pro-tray,900,1.57,0.0,1413.0,UPI,Walk-in,Self pickup
O001034,2024-08-01,C0468,Retail farmer,V06,Chilli,Pro-tray,900,1.29,0.0,1161.0,Cash,Walk-in,Self pickup
O001035,2024-08-01,C0469,Retail farmer,V07,Chilli,Nursery bed,900,0.86,0.0,774.0,Cash,Walk-in,Self pickup
O001036,2024-08-01,C0183,Retail farmer,V11,Capsicum,Pro-tray,200,3.16,0.0,632.0,Cash,Walk-in,Self pickup
O001037,2024-08-01,C0470,Retail farmer,V11,Capsicum,Pro-tray,600,3.19,0.0,1914.0,Cash,Phone call,Self pickup
O001038,2024-08-01,C0471,Retail farmer,V12,Tomato,Pro-tray,1000,1.79,0.0,1790.0,UPI,WhatsApp,Self pickup
O001039,2024-08-01,C0456,Retail farmer,V13,Brinjal,Nursery bed,700,0.79,0.0,553.0,Cash,Phone call,Self pickup
O001040,2024-08-01,C0375,Retail farmer,V15,Marigold,Nursery bed,1300,1.26,0.0,1638.0,Credit,Phone call,Self pickup
O001041,2024-08-01,C0472,Retail farmer,V16,Tobacco,Nursery bed,13200,0.12,3.1,1534.9,Cash,Walk-in,Van delivery
O001042,2024-08-01,C0215,Wholesale / dealer,V16,Tobacco,Nursery bed,34600,0.12,9.7,3749.26,Cash,Phone call,Van delivery
O001043,2024-08-01,C0473,Retail farmer,V16,Tobacco,Nursery bed,4400,0.12,0.0,528.0,Credit,Walk-in,Self pickup
O001044,2024-08-02,C0474,Retail farmer,V02,Chilli,Pro-tray,2900,1.51,0.0,4379.0,Cash,Phone call,Van delivery
O001045,2024-08-02,C0475,Wholesale / dealer,V01,Chilli,Pro-tray,2600,1.52,10.6,3533.09,Cash,Phone call,Self pickup
O001046,2024-08-02,C0476,Retail farmer,V07,Chilli,Nursery bed,1700,0.88,0.0,1496.0,Cash,Phone call,Self pickup
O001047,2024-08-02,C0477,Retail farmer,V02,Chilli,Pro-tray,3300,1.48,0.0,4884.0,UPI,Walk-in,Self pickup
O001048,2024-08-02,C0321,Retail farmer,V05,Chilli,Nursery bed,1800,1.1,0.0,1980.0,Cash,Walk-in,Self pickup
O001049,2024-08-02,C0478,Wholesale / dealer,V01,Chilli,Nursery bed,8900,1.11,11.7,8723.16,Cash,Walk-in,Self pickup
O001050,2024-08-02,C0479,Retail farmer,V10,Chilli,Pro-tray,1000,1.38,0.0,1380.0,Cash,Walk-in,Van delivery
O001051,2024-08-02,C0480,Retail farmer,V11,Capsicum,Pro-tray,900,3.21,0.0,2889.0,Cash,WhatsApp,Self pickup
O001052,2024-08-02,C0138,Retail farmer,V12,Tomato,Pro-tray,900,1.8,0.0,1620.0,Cash,Walk-in,Self pickup
O001053,2024-08-02,C0481,Retail farmer,V13,Brinjal,Nursery bed,500,0.79,0.0,395.0,Cash,Walk-in,Self pickup
O001054,2024-08-02,C0290,Retail farmer,V15,Marigold,Nursery bed,900,1.23,0.0,1107.0,UPI,Walk-in,Van delivery
O001055,2024-08-02,C0482,Home gardener,V15,Marigold,Pro-tray,20,1.71,0.0,34.2,UPI,WhatsApp,Self pickup
O001056,2024-08-02,C0028,Retail farmer,V16,Tobacco,Nursery bed,7200,0.12,1.5,851.04,Credit,Phone call,Van delivery
O001057,2024-08-02,C0249,Wholesale / dealer,V16,Tobacco,Nursery bed,45800,0.12,11.5,4863.96,Cash,Phone call,Van delivery
O001058,2024-08-02,C0224,Wholesale / dealer,V16,Tobacco,Nursery bed,45600,0.12,10.0,4924.8,Credit,Phone call,Self pickup
O001059,2024-08-02,C0139,Wholesale / dealer,V16,Tobacco,Nursery bed,28800,0.12,10.5,3093.12,Credit,WhatsApp,Self pickup
O001060,2024-08-02,C0117,Retail farmer,V16,Tobacco,Nursery bed,6300,0.12,2.3,738.61,UPI,Walk-in,Van delivery
O001061,2024-08-03,C0203,Wholesale / dealer,V07,Chilli,Pro-tray,7000,1.23,10.6,7697.34,Cash,Walk-in,Self pickup
O001062,2024-08-03,C0483,Retail farmer,V08,Chilli,Pro-tray,3100,1.59,0.0,4929.0,Cash,Phone call,Van delivery
O001063,2024-08-03,C0484,Retail farmer,V06,Chilli,Pro-tray,1000,1.32,0.0,1320.0,Cash,Walk-in,Self pickup
O001064,2024-08-03,C0485,Wholesale / dealer,V08,Chilli,Nursery bed,2800,1.07,10.0,2696.4,Cash,Walk-in,Self pickup
O001065,2024-08-03,C0152,Retail farmer,V08,Chilli,Pro-tray,1700,1.56,0.0,2652.0,Credit,Walk-in,Self pickup
O001066,2024-08-03,C0486,Wholesale / dealer,V06,Chilli,Pro-tray,15000,1.3,10.3,17491.5,UPI,Phone call,Van delivery
O001067,2024-08-03,C0106,Retail farmer,V12,Tomato,Nursery bed,1800,1.25,0.0,2250.0,Cash,Walk-in,Self pickup
O001068,2024-08-03,C0182,Wholesale / dealer,V16,Tobacco,Nursery bed,16400,0.12,11.2,1747.58,Credit,Walk-in,Van delivery
O001069,2024-08-03,C0414,Wholesale / dealer,V16,Tobacco,Nursery bed,30600,0.12,11.4,3253.39,Cash,Walk-in,Van delivery
O001070,2024-08-03,C0241,Retail farmer,V16,Tobacco,Nursery bed,4300,0.12,0.0,516.0,UPI,WhatsApp,Self pickup
O001071,2024-08-04,C0147,Retail farmer,V07,Chilli,Nursery bed,500,0.88,0.0,440.0,UPI,Phone call,Self pickup
O001072,2024-08-04,C0369,Retail farmer,V06,Chilli,Nursery bed,1600,0.89,0.0,1424.0,Cash,Phone call,Self pickup
O001073,2024-08-04,C0487,Home gardener,V09,Chilli,Pro-tray,170,1.66,0.0,282.2,Cash,Walk-in,Self pickup
O001074,2024-08-04,C0488,Retail farmer,V01,Chilli,Pro-tray,4400,1.52,0.0,6688.0,Cash,Phone call,Van delivery
O001075,2024-08-04,C0489,Retail farmer,V10,Chilli,Pro-tray,4400,1.37,0.0,6028.0,Credit,Phone call,Self pickup
O001076,2024-08-04,C0312,Wholesale / dealer,V01,Chilli,Nursery bed,5800,1.09,9.0,5753.02,Cash,Phone call,Van delivery
O001077,2024-08-04,C0490,Retail farmer,V10,Chilli,Nursery bed,800,0.94,0.0,752.0,Cash,Phone call,Self pickup
O001078,2024-08-04,C0491,Retail farmer,V01,Chilli,Nursery bed,5000,1.07,3.5,5162.75,Cash,Phone call,Van delivery
O001079,2024-08-04,C0492,Retail farmer,V02,Chilli,Nursery bed,2200,1.06,0.0,2332.0,Cash,Walk-in,Self pickup
O001080,2024-08-04,C0493,Retail farmer,V05,Chilli,Nursery bed,1600,1.12,0.0,1792.0,Cash,Walk-in,Van delivery
O001081,2024-08-04,C0492,Retail farmer,V12,Tomato,Pro-tray,800,1.76,0.0,1408.0,Cash,Walk-in,Van delivery
O001082,2024-08-04,C0036,Retail farmer,V12,Tomato,Nursery bed,900,1.26,0.0,1134.0,Cash,Walk-in,Self pickup
O001083,2024-08-04,C0090,Retail farmer,V13,Brinjal,Nursery bed,400,0.81,0.0,324.0,UPI,Walk-in,Self pickup
O001084,2024-08-04,C0068,Wholesale / dealer,V16,Tobacco,Nursery bed,18000,0.12,8.6,1974.24,UPI,Walk-in,Self pickup
O001085,2024-08-04,C0342,Retail farmer,V16,Tobacco,Nursery bed,15200,0.12,1.8,1791.17,Credit,Walk-in,Self pickup
O001086,2024-08-04,C0494,Wholesale / dealer,V16,Tobacco,Nursery bed,20600,0.12,8.9,2251.99,Credit,Walk-in,Van delivery
O001087,2024-08-05,C0495,Home gardener,V06,Chilli,Pro-tray,50,1.28,0.0,64.0,Cash,Walk-in,Self pickup
O001088,2024-08-05,C0496,Home gardener,V03,Chilli,Pro-tray,170,1.69,0.0,287.3,UPI,Walk-in,Van delivery
O001089,2024-08-05,C0497,Retail farmer,V02,Chilli,Pro-tray,1200,1.49,0.0,1788.0,Credit,Walk-in,Self pickup
O001090,2024-08-05,C0245,Retail farmer,V03,Chilli,Nursery bed,2200,1.18,0.0,2596.0,UPI,Phone call,Self pickup
O001091,2024-08-05,C0048,Retail farmer,V06,Chilli,Pro-tray,1200,1.29,0.0,1548.0,UPI,Walk-in,Self pickup
O001092,2024-08-05,C0365,Retail farmer,V06,Chilli,Nursery bed,400,0.88,0.0,352.0,Cash,Phone call,Van delivery
O001093,2024-08-05,C0182,Wholesale / dealer,V02,Chilli,Nursery bed,5400,1.08,11.9,5137.99,Cash,WhatsApp,Van delivery
O001094,2024-08-05,C0377,Retail farmer,V13,Brinjal,Pro-tray,700,1.19,0.0,833.0,Cash,Walk-in,Self pickup
O001095,2024-08-05,C0498,Retail farmer,V15,Marigold,Pro-tray,500,1.74,0.0,870.0,Cash,Phone call,Self pickup
O001096,2024-08-05,C0499,Retail farmer,V14,Marigold,Pro-tray,1200,1.85,0.0,2220.0,Cash,WhatsApp,Self pickup
O001097,2024-08-05,C0500,Wholesale / dealer,V16,Tobacco,Nursery bed,29800,0.12,10.6,3196.94,Credit,WhatsApp,Van delivery
O001098,2024-08-05,C0006,Retail farmer,V16,Tobacco,Nursery bed,7200,0.12,2.7,840.67,Cash,Phone call,Van delivery
O001099,2024-08-05,C0501,Wholesale / dealer,V16,Tobacco,Nursery bed,15000,0.12,11.9,1585.8,Credit,Phone call,Van delivery
O001100,2024-08-05,C0502,Retail farmer,V16,Tobacco,Nursery bed,10900,0.12,1.9,1283.15,Cash,Walk-in,Van delivery
O001101,2024-08-05,C0212,Wholesale / dealer,V16,Tobacco,Nursery bed,44400,0.12,11.3,4725.94,Credit,Phone call,Self pickup
O001102,2024-08-06,C0347,Wholesale / dealer,V01,Chilli,Pro-tray,2500,1.53,9.6,3457.8,Cash,Phone call,Self pickup
O001103,2024-08-06,C0008,Wholesale / dealer,V06,Chilli,Nursery bed,4800,0.91,11.2,3878.78,Credit,Walk-in,Self pickup
O001104,2024-08-06,C0503,Wholesale / dealer,V06,Chilli,Pro-tray,16800,1.3,12.0,19219.2,Credit,WhatsApp,Van delivery
O001105,2024-08-06,C0059,Retail farmer,V01,Chilli,Pro-tray,4300,1.52,0.0,6536.0,Cash,Walk-in,Van delivery
O001106,2024-08-06,C0504,Retail farmer,V01,Chilli,Nursery bed,4500,1.08,0.0,4860.0,UPI,Walk-in,Self pickup
O001107,2024-08-06,C0505,Retail farmer,V08,Chilli,Pro-tray,500,1.55,0.0,775.0,Cash,Phone call,Self pickup
O001108,2024-08-06,C0338,Retail farmer,V10,Chilli,Pro-tray,2400,1.39,0.0,3336.0,Credit,Walk-in,Self pickup
O001109,2024-08-06,C0130,Retail farmer,V05,Chilli,Pro-tray,2000,1.58,0.0,3160.0,Cash,Phone call,Self pickup
O001110,2024-08-06,C0506,Retail farmer,V12,Tomato,Pro-tray,1300,1.79,0.0,2327.0,Cash,Walk-in,Self pickup
O001111,2024-08-06,C0507,Retail farmer,V12,Tomato,Pro-tray,1000,1.82,0.0,1820.0,Cash,Walk-in,Self pickup
O001112,2024-08-06,C0249,Wholesale / dealer,V13,Brinjal,Pro-tray,5600,1.21,11.0,6030.64,Credit,Walk-in,Van delivery
O001113,2024-08-06,C0263,Retail farmer,V16,Tobacco,Nursery bed,9400,0.12,1.6,1109.95,UPI,Walk-in,Van delivery
O001114,2024-08-06,C0508,Retail farmer,V16,Tobacco,Nursery bed,5400,0.12,0.5,644.76,UPI,Walk-in,Self pickup
O001115,2024-08-06,C0211,Retail farmer,V16,Tobacco,Nursery bed,7800,0.12,3.4,904.18,Cash,Walk-in,Van delivery
O001116,2024-08-07,C0078,Retail farmer,V06,Chilli,Nursery bed,1200,0.88,0.0,1056.0,Credit,Phone call,Self pickup
O001117,2024-08-07,C0509,Retail farmer,V09,Chilli,Pro-tray,3400,1.67,0.0,5678.0,Cash,Walk-in,Self pickup
O001118,2024-08-07,C0378,Retail farmer,V02,Chilli,Pro-tray,1900,1.46,0.0,2774.0,Credit,WhatsApp,Self pickup
O001119,2024-08-07,C0510,Retail farmer,V08,Chilli,Nursery bed,1200,1.07,0.0,1284.0,UPI,Walk-in,Self pickup
O001120,2024-08-07,C0009,Wholesale / dealer,V03,Chilli,Nursery bed,7900,1.18,10.7,8324.55,UPI,Phone call,Self pickup
O001121,2024-08-07,C0504,Retail farmer,V03,Chilli,Pro-tray,1100,1.66,0.0,1826.0,Cash,WhatsApp,Self pickup
O001122,2024-08-07,C0509,Retail farmer,V05,Chilli,Pro-tray,1100,1.61,0.0,1771.0,Cash,Phone call,Self pickup
O001123,2024-08-07,C0163,Retail farmer,V12,Tomato,Pro-tray,1500,1.75,0.0,2625.0,Credit,Walk-in,Self pickup
O001124,2024-08-07,C0511,Retail farmer,V12,Tomato,Nursery bed,1000,1.22,0.0,1220.0,Credit,Walk-in,Self pickup
O001125,2024-08-07,C0512,Retail farmer,V13,Brinjal,Pro-tray,1000,1.2,0.0,1200.0,Cash,Phone call,Self pickup
O001126,2024-08-07,C0226,Retail farmer,V13,Brinjal,Pro-tray,300,1.17,0.0,351.0,Cash,Phone call,Self pickup
O001127,2024-08-07,C0513,Retail farmer,V15,Marigold,Pro-tray,700,1.69,0.0,1183.0,Cash,Walk-in,Self pickup
O001128,2024-08-07,C0083,Wholesale / dealer,V15,Marigold,Pro-tray,3500,1.73,9.2,5497.94,UPI,WhatsApp,Self pickup
O001129,2024-08-07,C0122,Retail farmer,V15,Marigold,Pro-tray,2000,1.71,0.0,3420.0,Credit,Walk-in,Van delivery
O001130,2024-08-07,C0292,Wholesale / dealer,V16,Tobacco,Nursery bed,39700,0.12,9.6,4306.66,Cash,Walk-in,Van delivery
O001131,2024-08-08,C0514,Wholesale / dealer,V08,Chilli,Pro-tray,29100,1.51,11.1,39063.55,Cash,Walk-in,Van delivery
O001132,2024-08-08,C0515,Retail farmer,V10,Chilli,Pro-tray,2000,1.32,0.0,2640.0,UPI,Walk-in,Self pickup
O001133,2024-08-08,C0045,Retail farmer,V06,Chilli,Nursery bed,600,0.93,0.0,558.0,Cash,Phone call,Self pickup
O001134,2024-08-08,C0516,Retail farmer,V03,Chilli,Nursery bed,2400,1.17,0.0,2808.0,Cash,Walk-in,Self pickup
O001135,2024-08-08,C0464,Retail farmer,V06,Chilli,Nursery bed,1100,0.92,0.0,1012.0,UPI,Walk-in,Self pickup
O001136,2024-08-08,C0325,Retail farmer,V11,Capsicum,Pro-tray,300,3.28,0.0,984.0,Cash,Walk-in,Self pickup
O001137,2024-08-08,C0234,Retail farmer,V12,Tomato,Nursery bed,1200,1.24,0.0,1488.0,Cash,WhatsApp,Self pickup
O001138,2024-08-08,C0517,Retail farmer,V13,Brinjal,Nursery bed,800,0.8,0.0,640.0,Cash,WhatsApp,Self pickup
O001139,2024-08-08,C0518,Home gardener,V15,Marigold,Pro-tray,130,1.68,0.0,218.4,UPI,Walk-in,Self pickup
O001140,2024-08-08,C0519,Home gardener,V15,Marigold,Pro-tray,180,1.73,0.0,311.4,Cash,Walk-in,Van delivery
O001141,2024-08-08,C0520,Retail farmer,V16,Tobacco,Nursery bed,7300,0.12,2.0,858.48,UPI,Walk-in,Self pickup
O001142,2024-08-08,C0514,Wholesale / dealer,V16,Tobacco,Nursery bed,26600,0.12,9.6,2885.57,Cash,Walk-in,Self pickup
O001143,2024-08-08,C0521,Retail farmer,V16,Tobacco,Nursery bed,6000,0.12,0.5,716.4,UPI,Phone call,Van delivery
O001144,2024-08-09,C0219,Retail farmer,V09,Chilli,Pro-tray,1400,1.74,0.0,2436.0,Cash,Phone call,Self pickup
O001145,2024-08-09,C0522,Wholesale / dealer,V01,Chilli,Nursery bed,8900,1.13,9.4,9111.64,UPI,WhatsApp,Van delivery
O001146,2024-08-09,C0323,Wholesale / dealer,V02,Chilli,Nursery bed,25300,1.03,9.9,23479.16,UPI,Walk-in,Self pickup
O001147,2024-08-09,C0523,Retail farmer,V01,Chilli,Nursery bed,1400,1.13,0.0,1582.0,Cash,Walk-in,Self pickup
O001148,2024-08-09,C0524,Retail farmer,V05,Chilli,Pro-tray,700,1.61,0.0,1127.0,Cash,Walk-in,Self pickup
O001149,2024-08-09,C0525,Retail farmer,V03,Chilli,Nursery bed,1700,1.18,0.0,2006.0,Cash,WhatsApp,Self pickup
O001150,2024-08-09,C0521,Retail farmer,V10,Chilli,Nursery bed,1500,0.95,0.0,1425.0,Credit,Phone call,Self pickup
O001151,2024-08-09,C0526,Retail farmer,V07,Chilli,Nursery bed,1000,0.88,0.0,880.0,UPI,Walk-in,Self pickup
O001152,2024-08-09,C0112,Retail farmer,V12,Tomato,Pro-tray,1900,1.83,0.0,3477.0,Cash,WhatsApp,Self pickup
O001153,2024-08-09,C0471,Retail farmer,V12,Tomato,Nursery bed,1200,1.23,0.0,1476.0,Cash,Phone call,Self pickup
O001154,2024-08-09,C0439,Home gardener,V12,Tomato,Pro-tray,130,1.85,0.0,240.5,Cash,Phone call,Self pickup
O001155,2024-08-09,C0079,Wholesale / dealer,V13,Brinjal,Pro-tray,2200,1.23,11.9,2383.99,Credit,Phone call,Self pickup
O001156,2024-08-09,C0425,Retail farmer,V15,Marigold,Pro-tray,600,1.65,0.0,990.0,UPI,Walk-in,Self pickup
O001157,2024-08-09,C0119,Retail farmer,V14,Marigold,Pro-tray,2900,1.81,0.0,5249.0,UPI,Phone call,Self pickup
O001158,2024-08-09,C0527,Retail farmer,V16,Tobacco,Nursery bed,13700,0.12,1.0,1627.56,UPI,Walk-in,Van delivery
O001159,2024-08-09,C0528,Retail farmer,V16,Tobacco,Nursery bed,7800,0.12,1.0,926.64,Cash,Phone call,Van delivery
O001160,2024-08-09,C0529,Retail farmer,V16,Tobacco,Nursery bed,14400,0.12,3.5,1667.52,UPI,Walk-in,Van delivery
O001161,2024-08-09,C0008,Wholesale / dealer,V16,Tobacco,Nursery bed,27600,0.12,8.2,3040.42,UPI,Walk-in,Van delivery
O001162,2024-08-09,C0271,Wholesale / dealer,V16,Tobacco,Nursery bed,36100,0.12,11.8,3820.82,Credit,Phone call,Van delivery
O001163,2024-08-09,C0378,Retail farmer,V16,Tobacco,Nursery bed,8900,0.12,1.4,1053.05,Cash,Phone call,Van delivery
O001164,2024-08-09,C0249,Wholesale / dealer,V16,Tobacco,Nursery bed,28400,0.12,10.0,3067.2,Cash,Walk-in,Self pickup
O001165,2024-08-09,C0530,Wholesale / dealer,V16,Tobacco,Nursery bed,53300,0.12,8.4,5858.74,Cash,WhatsApp,Van delivery
O001166,2024-08-09,C0491,Retail farmer,V16,Tobacco,Nursery bed,23000,0.12,1.8,2710.32,Cash,Walk-in,Van delivery
O001167,2024-08-10,C0176,Retail farmer,V05,Chilli,Nursery bed,1900,1.11,0.0,2109.0,UPI,WhatsApp,Self pickup
O001168,2024-08-10,C0456,Retail farmer,V05,Chilli,Nursery bed,8300,1.13,3.9,9013.22,Cash,Phone call,Van delivery
O001169,2024-08-10,C0531,Retail farmer,V07,Chilli,Nursery bed,1300,0.87,0.0,1131.0,Credit,Phone call,Self pickup
O001170,2024-08-10,C0532,Retail farmer,V01,Chilli,Pro-tray,1900,1.57,0.0,2983.0,UPI,Phone call,Self pickup
O001171,2024-08-10,C0533,Retail farmer,V07,Chilli,Pro-tray,2600,1.25,0.0,3250.0,UPI,Walk-in,Self pickup
O001172,2024-08-10,C0534,Retail farmer,V11,Capsicum,Pro-tray,700,3.19,0.0,2233.0,Cash,Walk-in,Self pickup
O001173,2024-08-10,C0535,Retail farmer,V12,Tomato,Nursery bed,800,1.22,0.0,976.0,UPI,Phone call,Self pickup
O001174,2024-08-10,C0536,Retail farmer,V15,Marigold,Nursery bed,700,1.28,0.0,896.0,Cash,Phone call,Self pickup
O001175,2024-08-10,C0537,Retail farmer,V14,Marigold,Pro-tray,1300,1.78,0.0,2314.0,Cash,WhatsApp,Van delivery
O001176,2024-08-10,C0150,Retail farmer,V16,Tobacco,Nursery bed,9700,0.12,3.7,1120.93,Cash,Phone call,Van delivery
O001177,2024-08-10,C0106,Retail farmer,V16,Tobacco,Nursery bed,7300,0.12,0.3,873.37,UPI,Walk-in,Van delivery
O001178,2024-08-10,C0538,Retail farmer,V16,Tobacco,Nursery bed,6100,0.12,0.9,725.41,UPI,Walk-in,Van delivery
O001179,2024-08-10,C0539,Retail farmer,V16,Tobacco,Nursery bed,4800,0.12,0.0,576.0,Cash,Walk-in,Self pickup
O001180,2024-08-11,C0222,Retail farmer,V07,Chilli,Pro-tray,1900,1.25,0.0,2375.0,Cash,Walk-in,Self pickup
O001181,2024-08-11,C0540,Retail farmer,V08,Chilli,Pro-tray,1600,1.52,0.0,2432.0,Cash,Walk-in,Self pickup
O001182,2024-08-11,C0473,Retail farmer,V02,Chilli,Nursery bed,1200,1.04,0.0,1248.0,Credit,Walk-in,Van delivery
O001183,2024-08-11,C0503,Wholesale / dealer,V07,Chilli,Pro-tray,3600,1.26,10.9,4041.58,UPI,Walk-in,Self pickup
O001184,2024-08-11,C0371,Retail farmer,V03,Chilli,Nursery bed,600,1.13,0.0,678.0,Credit,Walk-in,Self pickup
O001185,2024-08-11,C0347,Wholesale / dealer,V01,Chilli,Pro-tray,3600,1.58,9.4,5153.33,UPI,Phone call,Self pickup
O001186,2024-08-11,C0541,Retail farmer,V03,Chilli,Pro-tray,1400,1.7,0.0,2380.0,UPI,Walk-in,Van delivery
O001187,2024-08-11,C0231,Retail farmer,V07,Chilli,Pro-tray,2500,1.22,0.0,3050.0,Cash,Walk-in,Self pickup
O001188,2024-08-11,C0542,Retail farmer,V02,Chilli,Nursery bed,1500,1.08,0.0,1620.0,Credit,WhatsApp,Self pickup
O001189,2024-08-11,C0312,Wholesale / dealer,V01,Chilli,Pro-tray,8100,1.59,10.0,11591.1,UPI,Walk-in,Van delivery
O001190,2024-08-11,C0055,Retail farmer,V05,Chilli,Pro-tray,700,1.56,0.0,1092.0,UPI,Walk-in,Self pickup
O001191,2024-08-11,C0450,Retail farmer,V01,Chilli,Nursery bed,1600,1.08,0.0,1728.0,UPI,Walk-in,Self pickup
O001192,2024-08-11,C0484,Retail farmer,V08,Chilli,Pro-tray,1500,1.54,0.0,2310.0,UPI,Walk-in,Van delivery
O001193,2024-08-11,C0543,Retail farmer,V01,Chilli,Nursery bed,400,1.12,0.0,448.0,Cash,Walk-in,Self pickup
O001194,2024-08-11,C0544,Retail farmer,V11,Capsicum,Pro-tray,800,3.24,0.0,2592.0,Cash,Phone call,Van delivery
O001195,2024-08-11,C0545,Retail farmer,V12,Tomato,Nursery bed,400,1.26,0.0,504.0,Cash,Walk-in,Self pickup
O001196,2024-08-11,C0063,Retail farmer,V13,Brinjal,Nursery bed,1000,0.8,0.0,800.0,UPI,Walk-in,Self pickup
O001197,2024-08-11,C0546,Retail farmer,V14,Marigold,Nursery bed,900,1.27,0.0,1143.0,Cash,Walk-in,Van delivery
O001198,2024-08-11,C0359,Home gardener,V14,Marigold,Pro-tray,70,1.83,0.0,128.1,Cash,Phone call,Self pickup
O001199,2024-08-11,C0547,Retail farmer,V16,Tobacco,Nursery bed,9900,0.12,3.5,1146.42,Credit,Walk-in,Van delivery
O001200,2024-08-11,C0548,Retail farmer,V16,Tobacco,Nursery bed,5000,0.12,3.6,578.4,UPI,Phone call,Van delivery
O001201,2024-08-11,C0257,Retail farmer,V16,Tobacco,Nursery bed,9400,0.12,2.2,1103.18,UPI,Phone call,Van delivery
O001202,2024-08-11,C0549,Retail farmer,V16,Tobacco,Nursery bed,4700,0.12,0.0,564.0,Credit,Phone call,Self pickup
O001203,2024-08-11,C0550,Wholesale / dealer,V16,Tobacco,Nursery bed,35700,0.12,10.5,3834.18,UPI,WhatsApp,Self pickup
O001204,2024-08-12,C0551,Wholesale / dealer,V01,Chilli,Pro-tray,4400,1.58,10.5,6222.04,Credit,Walk-in,Self pickup
O001205,2024-08-12,C0045,Retail farmer,V09,Chilli,Nursery bed,2000,1.22,0.0,2440.0,Cash,Phone call,Self pickup
O001206,2024-08-12,C0146,Retail farmer,V03,Chilli,Pro-tray,3200,1.65,0.0,5280.0,Cash,Phone call,Van delivery
O001207,2024-08-12,C0552,Retail farmer,V07,Chilli,Pro-tray,2300,1.26,0.0,2898.0,UPI,Walk-in,Self pickup
O001208,2024-08-12,C0483,Retail farmer,V09,Chilli,Nursery bed,1300,1.23,0.0,1599.0,Cash,Phone call,Self pickup
O001209,2024-08-12,C0150,Retail farmer,V07,Chilli,Nursery bed,1000,0.9,0.0,900.0,Credit,Phone call,Self pickup
O001210,2024-08-12,C0277,Retail farmer,V11,Capsicum,Pro-tray,1600,3.11,0.0,4976.0,Cash,Phone call,Self pickup
O001211,2024-08-12,C0553,Retail farmer,V11,Capsicum,Pro-tray,4400,3.14,0.0,13816.0,UPI,Walk-in,Self pickup
O001212,2024-08-12,C0554,Retail farmer,V13,Brinjal,Nursery bed,500,0.82,0.0,410.0,UPI,Phone call,Self pickup
O001213,2024-08-12,C0080,Retail farmer,V13,Brinjal,Nursery bed,800,0.81,0.0,648.0,UPI,Walk-in,Self pickup
O001214,2024-08-12,C0555,Wholesale / dealer,V16,Tobacco,Nursery bed,21600,0.12,8.1,2382.05,UPI,Walk-in,Van delivery
O001215,2024-08-12,C0473,Retail farmer,V16,Tobacco,Nursery bed,6100,0.12,0.4,729.07,UPI,Phone call,Self pickup
O001216,2024-08-13,C0556,Retail farmer,V07,Chilli,Pro-tray,3500,1.25,0.0,4375.0,Cash,WhatsApp,Van delivery
O001217,2024-08-13,C0442,Home gardener,V01,Chilli,Pro-tray,140,1.54,0.0,215.6,Cash,Phone call,Self pickup
O001218,2024-08-13,C0557,Home gardener,V06,Chilli,Pro-tray,130,1.3,0.0,169.0,UPI,Walk-in,Self pickup
O001219,2024-08-13,C0194,Retail farmer,V06,Chilli,Pro-tray,1000,1.3,0.0,1300.0,Cash,WhatsApp,Self pickup
O001220,2024-08-13,C0475,Wholesale / dealer,V07,Chilli,Nursery bed,9200,0.88,9.4,7334.98,Credit,Phone call,Self pickup
O001221,2024-08-13,C0080,Retail farmer,V10,Chilli,Nursery bed,2100,0.95,0.0,1995.0,Credit,WhatsApp,Self pickup
O001222,2024-08-13,C0150,Retail farmer,V09,Chilli,Nursery bed,1400,1.23,0.0,1722.0,Cash,Walk-in,Self pickup
O001223,2024-08-13,C0391,Retail farmer,V02,Chilli,Pro-tray,2400,1.46,0.0,3504.0,Cash,Walk-in,Self pickup
O001224,2024-08-13,C0151,Retail farmer,V02,Chilli,Nursery bed,2200,1.07,0.0,2354.0,Cash,WhatsApp,Self pickup
O001225,2024-08-13,C0234,Retail farmer,V06,Chilli,Nursery bed,900,0.9,0.0,810.0,UPI,WhatsApp,Self pickup
O001226,2024-08-13,C0558,Retail farmer,V08,Chilli,Nursery bed,1600,1.11,0.0,1776.0,Cash,Walk-in,Van delivery
O001227,2024-08-13,C0559,Retail farmer,V02,Chilli,Pro-tray,4300,1.52,0.0,6536.0,Cash,Walk-in,Self pickup
O001228,2024-08-13,C0560,Wholesale / dealer,V12,Tomato,Nursery bed,3600,1.24,8.2,4097.95,UPI,Walk-in,Self pickup
